5	17396	2813.915377	36.1209642
12	569	807.7263051	65
15	35	1116.995762	72
17	8826	707.8514648	32.36180563
36	9703	334.5997165	130
37	3022	484.2077016	96
43	10842	967.4656773	122
49	19196	606.8485748	119
58	7428	1242.729654	91
58	9086	1267.084256	89
63	3326	300.0624131	94
71	17993	1027.152986	115
73	150	701.7506684	36.1209642
83	4174	363.5267878	100
84	19139	184.8465904	174
89	19579	1248.170839	112
112	1838	1151.654248	76
145	10087	1147.199739	21.31433096
154	7892	426.896736	130
155	17121	4014.147841	99
166	19495	2043.210395	88
168	2832	734.964681	140
171	4218	628.42258	152
178	16592	292.4560451	153
181	6169	1266.786703	85
183	11605	337.5775637	132
186	6332	181.3702286	97
190	17575	1744.741292	59
195	5807	231.132461	218
198	17674	304.3004576	153
209	9577	554.6405923	214
216	3782	614.644802	149
219	7819	249.6104193	234
222	16686	2309.109081	67
224	10744	650.7799212	136
224	11054	629.7363162	135
249	16104	1101.212089	69
250	2573	804.9393621	135
258	5882	1235.215165	49
261	4376	1104.022597	103
262	3826	811.0402949	79
264	6442	1574.833888	42.1285547
265	3940	2525.62787	99
278	20166	1687.939648	65
302	13414	841.2721494	80
314	10542	2802.424292	61
315	1794	4966.49748	65
316	9171	813.1995346	88
322	2867	247.103869	129
328	3409	264.5378136	280
336	9980	206.8085814	263
338	6491	307.590609	101
339	10516	1446.828677	30.97006447
358	17490	518.0871386	141
362	15904	1026.309379	67
372	4750	1011.031724	70
373	18773	1067.692781	21.78798276
396	13580	1417.595791	41.21271655
405	18188	213.7122104	278
407	8666	1033.728493	60
409	18301	1068.041767	75
414	3993	340.6945694	174
414	20145	227.9264786	191
431	127	193.3721089	212
433	5695	706.7840583	122
454	4476	937.6701951	100
458	18653	482.3741736	93
466	4792	394.174821	127
468	13803	198.4425506	174
479	10256	316.3290615	212
483	12423	792.8136506	120
522	11016	1318.222603	30.97006447
524	13877	433.3626827	137
556	2394	632.8571721	90
565	18555	561.2030909	119
581	7374	1428.059555	38.58293741
585	14607	1238.06189	31.65828812
595	6800	304.0418534	118
616	9131	407.0546739	79
621	4467	668.6888077	172
632	19737	184.1207424	118
632	20260	184.1207424	118
636	9374	560.6501595	45
647	6518	226.8530906	126
654	11825	2680.598161	33.81608925
662	7272	769.3179208	87
673	11108	365.1278664	163
679	12931	1738.490003	72
683	2246	864.1947138	31.65828812
683	5576	883.8400219	28.99386789
687	1838	1125.156647	82
690	3744	388.009692	198
709	7286	851.1760573	117
709	12334	958.1512284	130
713	16948	1876.711132	45
725	13044	359.5121046	125
740	12083	516.5734663	93
748	12844	809.4598495	59
778	11105	201.3288818	138
781	2187	229.5622878	218
787	11164	984.6569038	81
794	4167	402.1576823	163
798	12892	760.0906231	91
799	12884	1202.014077	124
802	18782	1167.122907	38.58293741
808	3132	272.499651	126
812	17834	2029.031248	89
816	3911	182.6120788	207
843	19943	451.3360707	104
849	5922	395.2136989	80
876	12328	1468.53642	90
887	5168	442.9700542	64
895	3183	466.507578	105
924	1936	4160.029825	17.10875968
924	11033	4130.837174	17.87759777
924	18899	2772.084862	14.99500512
927	12823	1257.606769	95
935	3589	618.7539339	70
964	6743	671.299887	106
966	11320	1384.793685	49
967	10978	664.5986494	120
969	6351	492.8471472	141
971	14724	352.4093453	116
977	4714	367.9170861	96
982	17335	259.3239575	150
1004	1583	428.5043102	136
1004	14943	751.3907204	132
1005	15732	2337.770323	38.58293741
1014	6132	992.8193772	113
1050	1712	1199.138836	13.1424009
1051	10103	931.4645017	116
1058	859	1101.645661	66
1058	7333	1152.648137	66
1060	16350	1596.69397	62
1069	2323	1672.978	76
1074	2012	3423.049968	29.63817606
1076	2445	556.3488149	73
1091	3863	384.9696923	83
1094	2037	925.442216	115
1099	18848	255.4469753	116
1116	13738	1240.51589	103
1120	3280	492.719678	142
1123	10765	740.8097968	63
1137	17722	349.0852692	159
1142	20283	897.8456842	104
1172	6343	536.7587953	113
1183	7295	1504.249009	56
1184	14398	341.9935571	225
1185	15853	273.1894886	81
1189	18135	561.530073	131
1193	14798	1482.036807	75
1195	9437	213.3163627	88
1204	14172	184.0834759	176
1205	13487	216.7287638	89
1209	19251	1007.519647	44.02173913
1222	15044	741.9057811	61
1229	12394	494.5191292	107
1235	16656	2267.659601	84
1239	18687	1900.491929	44.02173913
1246	18274	475.4226256	166
1251	7264	1127.020169	76
1253	10194	262.093059	118
1259	14154	1422.986257	112
1270	20329	274.3812482	63
1272	7529	192.5235267	174
1280	14571	576.3343423	97
1283	5675	806.8799362	59
1287	18741	1197.960337	44.02173913
1308	15371	371.9812734	106
1311	19332	395.955561	222
1326	9693	1195.247599	100
1343	19154	633.7987226	101
1352	4250	1258.809745	97
1357	1759	3057.682832	43.0647448
1364	6357	454.6659462	164
1367	10744	591.5003607	137
1367	11054	493.719711	141
1374	2254	1291.323682	85
1393	20249	1109.852899	124
1418	12710	1262.148251	118
1420	19661	1229.813092	84
1425	11282	1489.895214	83
1435	3928	264.3718706	146
1436	14118	1183.59841	66
1450	13868	512.0832729	154
1456	17680	320.0495075	139
1461	267	320.7297453	114
1489	18240	696.9195692	23.79021103
1492	19025	3155.395225	31.65828812
1493	17747	877.7105782	44.02173913
1521	14715	381.5969129	172
1527	10744	575.6503014	147
1527	11054	542.2618993	147
1529	1431	1301.857024	71
1549	15595	488.2467462	93
1551	12703	318.1077826	134
1572	15627	1360.308914	31.65828812
1575	13142	271.1692551	145
1583	5754	1110.008581	141
1587	16544	1073.392885	50
1606	10744	292.2301014	146
1606	11054	305.7566863	154
1612	16270	900.2098069	121
1614	1608	365.2873994	118
1621	20156	1597.821871	61
1629	9822	320.0115795	135
1629	12094	324.497514	133
1629	15690	333.6793703	137
1629	15794	315.6117838	121
1640	6777	1664.409229	54
1640	11216	1796.030961	61
1644	8488	589.3102146	117
1644	12953	519.0313339	124
1645	228	291.3556653	139
1651	9465	287.1680384	173
1687	11120	317.5311272	175
1711	9382	622.7689622	105
1721	15384	527.3929057	107
1723	16103	258.2623377	146
1724	16087	192.5828842	139
1738	5087	1853.624218	59
1744	4519	936.117802	146
1746	2219	443.1976367	94
1747	9958	422.6426321	72
1750	171	846.4865145	50
1758	10422	1181.732099	21.78798276
1782	7592	292.1647049	180
1785	6313	296.4023405	140
1798	1863	289.4836825	138
1805	11691	414.832931	106
1805	13100	351.4483217	122
1827	18477	649.286102	139
1863	6959	243.1165547	172
1878	1936	4156.830388	17.48895434
1878	11033	4127.764791	17.87759777
1878	18899	2713.474287	16.37298599
1899	17516	963.2292866	114
1917	10744	616.2439401	138
1917	11054	576.3128385	134
1921	15729	1188.941085	119
1922	9538	771.773958	154
1929	16410	369.5326664	149
1938	18235	301.9832114	93
1941	13929	1815.545321	59
1949	18740	678.6487206	126
1954	17213	2510.96104	74
1957	15349	290.7724157	121
1957	18881	351.6303796	125
1996	16117	2685.485137	38.58293741
2019	4181	199.5772856	143
2040	16514	2020.990132	64
2050	20473	269.1806691	194
2064	14030	3755.268121	42.1285547
2066	2067	334.6930966	117
2069	3874	788.5422872	137
2077	19184	712.6811539	108
2081	12791	843.3644871	62
2119	9521	494.0856602	117
2122	8740	2481.289411	93
2124	15375	5406.173065	70
2130	18740	869.1978644	121
2141	5833	564.2807154	153
2146	6597	948.0705782	44.02173913
2152	8325	279.9057475	102
2155	9609	3728.910093	79
2168	5159	1189.537293	51
2174	8398	729.5118794	84
2178	621	1104.050229	89
2189	10299	242.3049538	123
2200	14078	341.539971	60
2201	18831	362.4551084	134
2205	14313	209.0252902	143
2220	9019	920.4970618	79
2223	17088	514.7132303	134
2259	18021	491.4742859	119
2273	5998	3476.625629	43.0647448
2275	8120	1418.398551	99
2285	2828	1058.943344	134
2285	6419	1011.75219	130
2285	10195	829.3619891	138
2289	19966	835.5683701	105
2324	16495	689.3325902	113
2328	1163	548.7812086	152
2329	8284	729.9892267	57
2330	4641	1996.551579	58
2330	15837	1789.140583	64
2342	7370	485.7701753	76
2348	1483	1388.42601	29.63817606
2353	17597	1248.386769	76
2354	15518	688.5364207	65
2358	15850	1240.039666	36.1209642
2360	13815	394.6286774	117
2370	625	570.88726	130
2393	13517	1144.713297	60
2396	3387	1336.409955	69
2402	13801	1184.922744	89
2405	6343	742.9342732	102
2410	20162	1144.018247	122
2414	2431	408.9321144	124
2419	8908	308.2845567	141
2427	2307	561.9272196	84
2450	3447	770.5316057	55
2451	17487	386.2431136	125
2456	14829	436.9436813	134
2469	18405	852.211157	146
2470	341	187.9442996	192
2471	4204	784.89678	97
2474	15449	369.2679473	180
2479	11331	540.3155122	155
2485	4729	391.0718579	109
2485	11305	329.5129357	131
2486	17549	344.3221931	128
2510	7261	617.7221116	107
2514	17286	4767.512027	42.1285547
2515	19432	527.7743097	124
2516	16052	4553.715414	1.27900138
2519	13556	294.4599276	138
2520	364	1436.315665	37.7441779
2531	7235	913.5705004	131
2532	14731	603.0992339	124
2544	14112	325.137693	113
2560	12160	641.7623643	123
2575	16004	697.2117546	67
2580	13195	264.1318504	187
2583	12370	600.509156	123
2586	18249	462.8470521	69
2588	9242	408.9340579	137
2595	18300	772.1530007	79
2599	9319	650.3962853	161
2601	14649	4569.466052	36.1209642
2604	12266	492.2050688	72
2626	10806	361.7687948	155
2630	11679	328.7903923	99
2639	4680	1642.921903	109
2644	1128	489.1729428	120
2653	18413	712.1215038	64
2680	4816	1023.941431	105
2680	5263	976.4151737	110
2687	5315	296.1205702	113
2688	19917	541.8886916	93
2694	5769	1000.308924	51
2699	5403	489.6740582	59
2705	15790	1201.999003	25.41173093
2712	10676	1294.452487	96
2720	15241	898.8985623	55
2724	13597	1515.18766	61
2739	7174	554.8548457	70
2756	8046	410.5678312	123
2757	3437	409.5278342	146
2778	8826	765.0077445	33.81608925
2789	15063	847.3952398	139
2801	19857	183.6571091	231
2806	4476	1037.457559	93
2815	11988	2966.92205	75
2828	15096	524.4055712	61
2831	16802	521.3663304	141
2832	8306	256.3784528	191
2882	16826	473.2736021	92
2883	5341	493.1114709	84
2887	16563	1182.763745	128
2888	13824	375.6019475	107
2890	17390	2679.20136	50
2893	11053	400.4040226	84
2895	15411	730.9909493	95
2898	2319	539.3869841	64
2908	13044	219.9992013	153
2914	17559	2205.384574	57
2915	9014	1465.12671	104
2917	9663	932.9832334	33.08095687
2924	5167	1612.31141	97
2937	5555	244.6712935	145
2942	20437	637.4558901	38.58293741
2949	4687	1389.571835	107
2971	1752	545.1245112	116
2977	8922	315.3649008	126
2992	16865	1833.890053	110
2997	92	923.6253942	72
3002	4912	205.8954919	190
3016	19114	739.5346748	132
3037	6857	1171.72485	71
3049	6943	771.948247	80
3051	7936	441.6834291	99
3052	11243	803.885682	16.73683012
3055	8406	207.5851059	237
3063	8589	474.0923689	44.02173913
3063	12341	474.0923689	44.02173913
3085	7551	515.40679	89
3085	14787	515.40679	89
3088	19160	407.3118675	109
3090	11471	203.795782	303
3091	11997	338.1318518	97
3113	17729	409.8141134	106
3116	15124	1043.954334	93
3139	7301	517.2187435	116
3141	19580	678.880548	31.65828812
3144	5397	523.1444611	111
3147	8215	280.9940242	122
3149	9981	193.1704017	243
3150	1440	1177.361904	92
3157	10382	700.9298069	136
3161	5702	608.0446482	124
3162	12302	4437.70539	38.58293741
3164	17370	692.3424925	71
3177	3088	181.6766084	209
3179	3848	285.453958	179
3181	18029	1040.213318	97
3189	12096	492.6275258	95
3190	10744	590.7331122	128
3190	11054	456.9070326	136
3192	3950	419.9969193	78
3200	2602	878.3407663	53
3200	2703	904.527545	52
3200	5617	812.828511	43.0647448
3216	16125	802.1917125	110
3217	6476	250.8390934	176
3228	11944	1213.265134	94
3232	13900	1752.627695	66
3241	17369	675.8089484	118
3246	9708	1437.242167	70
3248	2224	1355.845828	10.54924872
3248	3684	1344.46301	11.77465311
3259	9012	1198.039352	116
3259	14481	829.2727856	128
3261	15188	328.4832276	126
3264	6696	432.961595	62
3267	16849	1069.237	133
3273	5330	450.5554592	54
3277	11888	191.6826199	205
3280	10046	1844.442442	75
3299	3850	334.3407746	69
3299	4763	294.5322818	82
3306	15801	307.2344986	46
3310	11429	1007.465299	41.21271655
3311	7979	514.2140648	138
3312	8473	3194.868371	16.37298599
3316	12484	431.7773618	112
3317	8229	761.7733242	112
3334	18596	353.5131985	156
3346	18949	753.7903078	60
3347	17330	926.0023147	106
3350	6031	705.3936926	49
3367	6973	194.1504803	176
3369	15142	1623.661325	59
3378	2192	2024.254831	38.58293741
3392	15671	2737.975724	38.58293741
3395	4325	739.5633675	85
3402	18921	388.6241982	159
3406	4050	578.3155397	50
3415	8845	1259.008894	100
3423	2040	764.2987536	102
3424	179	2158.114297	53
3427	1407	1160.642016	116
3444	16667	1168.452601	62
3452	15527	442.5941888	87
3466	2968	2363.583932	55
3471	11206	1530.491823	100
3494	15804	2602.902239	38.58293741
3496	15267	1314.442391	112
3508	15100	277.7454591	193
3509	13297	298.6435284	89
3517	2320	518.7783101	115
3532	5954	305.4081834	64
3555	18701	1802.093547	74
3562	3167	937.8792173	58
3567	1946	754.3897016	78
3572	17768	1085.915514	122
3574	6813	1715.943476	97
3595	12583	395.67621	91
3601	13413	898.6479011	44.02173913
3606	12391	214.0322124	93
3612	10150	604.7667186	78
3614	12766	632.8249169	83
3615	2429	337.5449136	126
3626	8285	303.7355625	93
3629	8854	217.1274497	179
3629	10508	222.2264067	175
3629	11068	225.3944113	165
3629	12446	187.7810813	172
3629	12925	201.1467707	170
3629	13907	245.4013829	160
3635	4127	995.753891	52
3637	18690	182.7313362	186
3640	11152	714.8629576	90
3641	9751	1239.975083	94
3642	20262	1593.305202	67
3654	11316	464.7714086	144
3655	1526	786.1364373	57
3661	2005	967.733163	76
3680	19706	323.2929811	138
3684	17714	728.3308603	124
3697	2224	1396.367581	8.848282679
